show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3404,Movie,King: Midnight Murder,David Petit,"Aoi Kim, Lin Silva, Isabella Smith, Felipe Petit, Sofia Martinez, Fatima Kumar, Lin Martinez",Mexico,"March 09, 2019",2015,R,104 min,"Anime Series, Spanish-Language TV Shows",A gripping story about family.
s3405,Movie,The Hidden Stranger,Maria Kumar,"Raj Rodriguez, Fatima Silva, Sofia Brown, David Rodriguez","Australia, South Korea, France","November 22, 2015",2009,TV-MA,102 min,"Docuseries, Sports Movies",A thrilling story about love.
s3406,Movie,Wild Kingdom,Diego Okonkwo,"Felipe Nakamura, James Patel, Martin Tanaka, Camila Martinez","United Kingdom, United States","December 04, 2008",2003,TV-14,120 min,"Classic Movies, Sci-Fi & Fantasy",A hilarious story about family.
s3407,Movie,The Beautiful Love,Aoi Müller,"Hiroshi Silva, Carlos Tanaka, Camila Andersen, Amélie Wang, Priya Brown, Chloé Tanaka","Canada, United States","June 29, 2019",2014,TV-14,118 min,Action & Adventure,A thrilling story about survival.
s3408,TV Show,Dangerous Fire,,"Ahmed Smith, Tom Wang, Tom Johnson, Fatima Yamamoto, Felipe Martinez, Olivier Silva, Diego Wang, Noah Rodriguez",United States,"November 14, 2024",2024,TV-14,3 Seasons,Docuseries,A hilarious story about family.
s3409,TV Show,Kingdom: Hidden Mountain,"Aoi Nakamura, Carlos Rossi","Liam Khan, Aoi Martinez, Olivier Kumar, Camila Nakamura, Noah Okonkwo, Noah Brown, Ingrid Patel","United States, Egypt","July 06, 2018",2018,TV-14,2 Seasons,"Horror Movies, Docuseries",A heartwarming story about survival.
s3410,Movie,Ocean: Wild Journey,Ravi García,"Alice Petit, David Okonkwo, Hiroshi Silva, David Petit, Emma Patel, Sofia Johnson",Italy,"October 21, 2020",2012,TV-14,62 min,Crime TV Shows,A gripping story about revenge.
s3411,Movie,The Infinite Empire,Ravi Nakamura,"Chen Patel, Isabella Andersen, Aoi Nakamura, Tom Silva, Martin Kim",India,"August 15, 2021",2021,TV-MA,100 min,"Children & Family Movies, TV Thrillers",A hilarious story about revenge.
s3412,Movie,Game: Silent Ocean,James Rossi,"Aoi Okonkwo, Camila Nakamura, Amélie Müller, Tom Martinez","United States, Japan","March 12, 2019",2012,TV-14,109 min,"TV Horror, Korean TV Shows, Stand-Up Comedy",A heartwarming story about revenge.
s3413,Movie,Eternal Ocean,Hiroshi Wang,"Raj Rodriguez, Aoi Yamamoto, Diego Andersen","United States, United Kingdom","October 09, 2023",2004,R,99 min,"Comedies, British TV Shows",A gripping story about revenge.
s3414,Movie,Legend: Wild Light,Ingrid Rossi,"James Kim, Chloé Tanaka, Alice Wang","France, India","February 27, 2023",2023,TV-14,150 min,"Independent Movies, Anime Series",A hilarious story about survival.
s3415,TV Show,Love: Strange Paradise,,"Ingrid Yamamoto, Amélie Patel, James Rodriguez, Aoi Silva, Lin Suzuki, Priya García, Sofia Okonkwo",Canada,"July 23, 2014",2005,TV-MA,1 Season,International Movies,A mysterious story about friendship.
s3416,Movie,Broken Ocean,Ravi Petit,"Camila Wang, Amélie Müller, Raj Tanaka",United States,"March 05, 2010",2010,TV-MA,109 min,"Romantic Movies, Kids' TV",A thrilling story about family.
s3417,Movie,Midnight Shadow,Olivier García,,"Japan, Italy","February 20, 2012",2000,TV-14,109 min,"Crime TV Shows, Independent Movies",A gripping story about revenge.
s3418,TV Show,Heart of Fire,,"Fatima Yamamoto, Noah Kim, Liam López, Fatima Wang, Diego Nakamura, Maria Petit, Yuki Petit",France,"March 24, 2014",2009,R,1 Season,Sports Movies,A hilarious story about love.
s3419,Movie,Fire: Last Kingdom,David Yamamoto,"Diego Müller, Carlos Patel, Emma Kim, Raj Khan, Ravi Tanaka","India, United Kingdom","October 29, 2020",1999,TV-MA,156 min,Stand-Up Comedy,A gripping story about revenge.
s3420,Movie,Silent Mountain,Chloé Okonkwo,"Maria García, Noah Patel, Fatima Patel, Isabella Khan, Carlos Silva, Liam Brown, James Tanaka",United States,"May 29, 2018",2017,R,109 min,Anime Series,A gripping story about survival.
s3421,Movie,Strange Legend,Sofia Yamamoto,"Kwame López, Ravi Smith, Sofia López, Aoi Wang",Turkey,"November 01, 2015",2015,TV-14,96 min,Dramas,A mysterious story about survival.
s3422,TV Show,The Hidden Queen,Felipe Khan,"Aoi Kumar, Chloé Suzuki, Alice Kim, Priya Suzuki",United States,"November 04, 2013",2006,TV-PG,1 Season,Docuseries,A mysterious story about revenge.
s3423,Movie,Love of Shadow,Chen Silva,"Hiroshi Khan, Carlos Wang, Noah Yamamoto, Yuki Petit, Chloé Petit, Raj Johnson","United States, Italy","February 04, 2022",2002,TV-Y7,122 min,"Independent Movies, TV Action & Adventure, Sci-Fi & Fantasy",A gripping story about adventure.
s3424,TV Show,Game of Mother,Hiroshi Silva,"Priya Tanaka, Raj Silva, Amélie Kim, Fatima López, Carlos Rodriguez, Hiroshi Tanaka, Ravi López",United Kingdom,"September 28, 2008",2008,TV-PG,3 Seasons,"Crime TV Shows, Independent Movies",A heartwarming story about love.
s3425,Movie,The Eternal Friend,Aoi Martinez,"Alice Patel, Diego Patel, Chloé Rodriguez",India,"September 09, 2023",2023,TV-PG,77 min,"Thrillers, TV Horror, British TV Shows",A hilarious story about survival.
s3426,Movie,Dark Fire,Noah Smith,"Fatima Patel, Ravi Martinez, Amélie Wang, Lin Okonkwo, Amélie García, Emma Martinez, Alice Brown, Priya Silva",United States,"March 21, 2015",2014,TV-MA,103 min,"Thrillers, Kids' TV",A thrilling story about revenge.
s3427,TV Show,The Final City,,"Chen Yamamoto, Maria Petit, Olivier García, Alice Petit, Maria Nakamura, Fatima Petit, Liam Tanaka, Carlos Brown","United States, India","December 08, 2020",2020,TV-MA,1 Season,"Action & Adventure, TV Action & Adventure",A mysterious story about revenge.
s3428,Movie,Paradise of Queen,Amélie Brown,"Hiroshi Okonkwo, Isabella Yamamoto, Isabella Khan, Liam Silva, Kwame Nakamura, Ravi Silva","United States, Philippines","April 24, 2024",2024,TV-MA,113 min,"British TV Shows, Korean TV Shows",A thrilling story about adventure.
s3429,Movie,The Infinite Light,Olivier Martinez,"Maria López, Lin García, Sofia López, David Andersen, Olivier Silva, Chloé Andersen",United States,"August 08, 2023",2023,TV-14,131 min,"TV Horror, Sports Movies",A heartwarming story about revenge.
s3430,TV Show,The Silent Empire,,"Ravi Kumar, Diego Yamamoto, Emma Kim, Amélie Okonkwo, Ravi Rossi, Tom Kumar",United States,"September 29, 2009",2003,R,2 Seasons,"Music & Musicals, Anime Series",A gripping story about love.
s3431,Movie,Final Mountain,Alice Tanaka,"Camila Tanaka, Amélie López, Amélie López, Sofia Silva","Egypt, Italy","March 21, 2020",2008,TV-MA,111 min,"Documentaries, Anime Series",A mysterious story about love.
s3432,Movie,War of Love,Felipe Petit,"Yuki Wang, Chen Okonkwo, Hiroshi García",Indonesia,"December 06, 2020",2020,TV-MA,80 min,Crime TV Shows,A mysterious story about friendship.
s3433,Movie,Love of Friend,Emma García,"Alice Patel, Camila Rossi, Felipe Martinez, Hiroshi Martinez",China,"June 27, 2024",2024,R,103 min,"Spanish-Language TV Shows, Anime Series",A thrilling story about revenge.
s3434,Movie,Journey: Eternal Fire,Ahmed Andersen,"Martin López, Isabella Kumar, Ravi Rodriguez",United States,"March 30, 2024",2024,TV-14,88 min,"Reality TV, Sports Movies",A thrilling story about revenge.
s3435,Movie,The Beautiful Paradise,Emma Wang,"Camila Wang, Lin Rodriguez, Yuki Okonkwo, Fatima Kumar, Maria Brown, Raj Suzuki, Aoi Suzuki","France, China","May 14, 2024",2024,TV-Y,81 min,TV Dramas,A heartwarming story about friendship.
s3436,Movie,Murder: Dark Stranger,James Petit,"James Nakamura, Noah Khan, Diego Suzuki, Chen Nakamura, Camila Müller, Maria Kim, Aoi Khan, Fatima Johnson",China,"April 01, 2024",2024,TV-MA,138 min,"Crime TV Shows, TV Horror, Sports Movies",A thrilling story about friendship.
s3437,Movie,Dream: Silent Detective,Chloé López,"Hiroshi Patel, Alice López, Liam Suzuki, Ahmed Tanaka, Chen García",Japan,"September 20, 2021",2011,TV-Y7,111 min,Romantic Movies,A gripping story about family.
s3438,TV Show,The Hidden Revenge,"Isabella Johnson, Ingrid López","Kwame Rossi, Noah García, Diego Khan, Chloé Johnson, Lin Martinez, Chloé Silva",United States,"December 14, 2024",2024,TV-MA,4 Seasons,Spanish-Language TV Shows,A hilarious story about family.
s3439,Movie,The Golden Friend,Diego López,,Japan,"July 04, 2024",2003,TV-G,79 min,"Romantic Movies, Comedies",A mysterious story about friendship.
s3440,Movie,Deadly Journey,Aoi Johnson,"Alice Khan, Camila Patel, Aoi Müller, Yuki Andersen, Lin Okonkwo, Alice Kumar, Ahmed López",United States,"September 23, 2018",2009,TV-MA,102 min,"Anime Series, Music & Musicals",A heartwarming story about love.
s3441,Movie,Legend: Lost Mountain,Emma Okonkwo,"Martin López, Alice Kim, Amélie López, Chen Patel","Italy, United States","August 31, 2013",2013,TV-MA,114 min,"TV Action & Adventure, Thrillers",A gripping story about love.
s3442,TV Show,Light: Midnight Fire,,"Ahmed Yamamoto, Fatima Wang, Carlos Silva, Kwame Müller, Yuki Khan, Chen Petit, Lin Rodriguez","Argentina, United States","October 02, 2019",2019,TV-Y7,1 Season,"Dramas, Romantic Movies",A heartwarming story about friendship.
s3443,Movie,Eternal Witness,James Yamamoto,"Carlos Brown, Sofia Brown, Amélie Petit, Carlos Okonkwo, Liam Müller",Canada,"January 02, 2014",2014,TV-Y7,123 min,"TV Comedies, TV Thrillers",A hilarious story about love.
s3444,Movie,Light of Revenge,Ravi Tanaka,"Isabella Rodriguez, Raj Silva, Aoi Smith, Amélie Nakamura",United States,"June 11, 2019",2003,TV-MA,95 min,"Anime Series, Stand-Up Comedy, TV Thrillers",A heartwarming story about love.
s3445,Movie,Love of Witness,Ravi Brown,"Ahmed Suzuki, Liam Johnson, Alice Johnson, Maria Patel, Hiroshi Martinez, Raj Kumar, Sofia Yamamoto",United States,"April 12, 2024",2024,R,87 min,"LGBTQ Movies, TV Dramas",A mysterious story about family.
s3446,TV Show,Kingdom of Murder,Aoi Tanaka,"Hiroshi Yamamoto, Priya Kumar, Sofia Khan, Noah Nakamura",United Kingdom,"August 16, 2018",2012,TV-14,1 Season,TV Horror,A mysterious story about friendship.
s3447,Movie,Infinite Detective,Amélie Brown,"Kwame Okonkwo, Aoi Andersen, Aoi Martinez, Ingrid Martinez, Liam Andersen, Aoi Silva, Martin Andersen",Canada,"March 24, 2020",2020,TV-14,72 min,Spanish-Language TV Shows,A gripping story about survival.
s3448,Movie,Beautiful Light,Ingrid Kim,"James Kim, Chen Silva, Raj Müller","United States, United Kingdom",,2019,TV-MA,119 min,"British TV Shows, TV Thrillers",A thrilling story about adventure.
s3449,Movie,The Forgotten House,,"Olivier Smith, Martin Patel, Carlos Müller, Isabella Müller, Camila García, Sofia Patel, Noah Yamamoto",Nigeria,"October 08, 2022",2019,TV-Y7,75 min,"Anime Series, Action & Adventure",A mysterious story about friendship.
s3450,Movie,Infinite Queen,Isabella Khan,"Raj Rossi, Martin Martinez, Tom Martinez, Ahmed Wang",Italy,"December 02, 2008",2008,TV-MA,126 min,"Crime TV Shows, Thrillers",A heartwarming story about revenge.
s3451,TV Show,Beautiful Light,Alice Smith,"Camila Kumar, Yuki Kim, Yuki García",United States,"May 14, 2014",2014,TV-14,1 Season,"TV Action & Adventure, Documentaries",A gripping story about friendship.
s3452,Movie,Midnight Journey,Martin Smith,"Fatima Suzuki, Fatima Kumar, Felipe Patel, Diego Kim, Fatima Suzuki, Olivier Yamamoto, Chen Silva, Priya Suzuki","Brazil, United Kingdom, India","September 18, 2018",2018,TV-14,120 min,"British TV Shows, Sports Movies",A thrilling story about friendship.
s3453,Movie,Secret King,Sofia Smith,"Maria Tanaka, Ravi Rossi, Maria Silva, Chloé Rodriguez, Carlos Rossi",France,"November 01, 2014",2010,TV-14,179 min,"Dramas, Action & Adventure",A hilarious story about survival.
s3454,TV Show,War: Sacred Family,"Chloé Yamamoto, Chen Okonkwo","Ahmed Brown, Ingrid Müller, Ahmed Khan, Maria López",Nigeria,"November 19, 2024",2024,TV-MA,1 Season,"Stand-Up Comedy, Sci-Fi & Fantasy",A heartwarming story about friendship.
s3455,Movie,City of Shadow,James Silva,"Hiroshi Okonkwo, Alice Kim, Emma Müller",United States,"July 30, 2013",2013,TV-14,108 min,"Sci-Fi & Fantasy, TV Horror",A mysterious story about friendship.
s3456,Movie,Shadow: Eternal Murder,David Müller,"Noah Rossi, Martin Suzuki, Hiroshi Andersen, Martin Martinez, Olivier Khan, Lin García, Sofia Suzuki",France,"September 22, 2022",2022,TV-14,96 min,"TV Comedies, International TV Shows",A heartwarming story about love.
s3457,Movie,Stranger: Secret Murder,Raj Suzuki,"Sofia Yamamoto, Ahmed Kumar, James Nakamura, Isabella Kim, Alice Smith, Diego Müller, James Nakamura, Ingrid Kim",United States,"December 20, 2014",1998,TV-14,143 min,"TV Comedies, Classic Movies",A heartwarming story about friendship.
s3458,Movie,The Secret Kingdom,Sofia Andersen,"Priya García, Tom Wang, Felipe Nakamura, Felipe Silva, Sofia Okonkwo",United States,"February 09, 2013",2009,TV-MA,105 min,"International Movies, Stand-Up Comedy",A mysterious story about family.
s3459,Movie,Eternal War,Ahmed Andersen,"Olivier Kim, James Rodriguez, Liam Suzuki, Ahmed Müller, Raj Müller, Priya Rossi, Ahmed Silva","France, India","February 03, 2024",2024,TV-14,127 min,"Docuseries, Anime Series",A gripping story about revenge.
s3460,Movie,Murder of Murder,David Müller,"Amélie Patel, Chen Rodriguez, Olivier Yamamoto, Tom Martinez, Lin Kumar, Chen Suzuki",United States,"September 16, 2024",2007,TV-MA,98 min,TV Comedies,A thrilling story about family.
s3461,TV Show,City: Strange Kingdom,,"James Brown, Raj López, Alice Martinez, Felipe Okonkwo, Diego Kim, Chloé Martinez, Camila Wang, James Andersen","South Korea, Philippines","April 28, 2021",2021,TV-14,3 Seasons,"Docuseries, TV Comedies, Romantic Movies",A hilarious story about revenge.
s3462,Movie,Dream of House,Priya Petit,"Felipe Suzuki, Ahmed Kim, Sofia Kumar, Fatima Patel, Kwame Tanaka, Ahmed López",United States,"February 20, 2024",2024,TV-PG,96 min,Children & Family Movies,A heartwarming story about survival.
s3463,Movie,Revenge of Heart,Camila López,"James Rodriguez, Noah Brown, James Petit, Isabella Rodriguez, Carlos López, Maria Patel, Hiroshi Kumar",Egypt,"August 31, 2011",2011,TV-Y7,88 min,"Horror Movies, Classic Movies, Sports Movies",A mysterious story about family.
s3464,Movie,Sacred King,Carlos Khan,"Felipe García, Maria Brown, Ahmed Tanaka, Ingrid Kim",India,"April 10, 2021",2021,R,105 min,"Korean TV Shows, Music & Musicals",A gripping story about love.
s3465,Movie,Strange Love,Ravi Yamamoto,"Fatima Okonkwo, Alice Smith, Raj Johnson, Yuki Suzuki, Carlos Rossi, Fatima Khan, Diego Brown",United States,"July 03, 2024",2024,TV-MA,119 min,"Spanish-Language TV Shows, Horror Movies, TV Dramas",A heartwarming story about survival.
s3466,Movie,Paradise: Secret Legend,Diego Martinez,"Ingrid Rodriguez, Tom Petit, Alice Johnson",Italy,"May 23, 2018",2018,TV-Y7,90 min,"TV Horror, Music & Musicals",A hilarious story about survival.
s3467,Movie,Heart: Dark Queen,Chloé Okonkwo,"Priya García, Olivier Patel, Aoi Martinez, Yuki Patel, Chen Khan, Emma Rodriguez, Aoi Rodriguez, Priya Wang","United States, Canada","February 17, 2024",2024,TV-PG,66 min,British TV Shows,A hilarious story about love.
s3468,TV Show,Forgotten Queen,Felipe Rossi,"David Smith, Tom Yamamoto, Maria Johnson",Philippines,"November 18, 2024",2024,TV-14,1 Season,Comedies,A heartwarming story about friendship.
s3469,TV Show,Forgotten Game,"Yuki López, Tom Martinez","Aoi Johnson, Alice Yamamoto, Chloé Müller",Italy,"July 29, 2024",2024,TV-MA,1 Season,Romantic Movies,A gripping story about adventure.
s3470,Movie,The Final King,Ahmed Smith,"Liam Smith, Liam Brown, Chloé Brown, Felipe García, Felipe Brown, Raj López","Germany, United States","November 13, 2017",2009,R,135 min,Documentaries,A gripping story about adventure.
s3471,TV Show,The Hidden Dream,Ahmed Rossi,"Tom Rodriguez, Noah Kim, Chloé García, Camila Rossi, Diego Kumar",South Korea,"June 10, 2024",2024,R,1 Season,"TV Dramas, International Movies",A hilarious story about revenge.
s3472,Movie,Stranger: Strange Story,Chen Johnson,"Chen Johnson, Ahmed Yamamoto, Amélie Müller, Martin Smith, Ingrid Khan",India,"February 18, 2018",2018,TV-14,98 min,Docuseries,A mysterious story about friendship.
s3473,Movie,The Last Mother,Noah Yamamoto,"Raj Martinez, Tom Petit, Tom Nakamura","United States, Japan, South Korea","November 08, 2022",2019,TV-Y,98 min,Korean TV Shows,A hilarious story about love.
s3474,Movie,The Wild City,Priya Kumar,"Carlos Johnson, Ingrid García, Hiroshi Petit",,"February 19, 2011",2005,UR,87 min,Classic Movies,A hilarious story about friendship.
s3475,TV Show,The Sacred Ocean,Olivier Rodriguez,"Carlos López, Camila Andersen, Liam Smith, Chloé López, Priya Patel, Ahmed Smith, Sofia Johnson, Fatima Tanaka","India, United Kingdom","March 18, 2024",2024,TV-MA,1 Season,"LGBTQ Movies, International Movies",A hilarious story about survival.
s3476,Movie,The Final Story,Aoi Andersen,"Diego Rodriguez, Olivier Kim, Yuki Kim, James Suzuki, Hiroshi López, Raj Wang, Olivier Petit, Ahmed Kumar",Mexico,"June 15, 2015",2015,R,75 min,"Docuseries, Korean TV Shows, Music & Musicals",A thrilling story about love.
s3477,Movie,Light of Queen,Diego Suzuki,"Ingrid Khan, Isabella Yamamoto, Maria Patel, Lin Johnson, James Kumar",United States,"August 11, 2018",2018,TV-MA,102 min,"Sci-Fi & Fantasy, Spanish-Language TV Shows",A hilarious story about love.
s3478,Movie,The Final Story,Lin Kim,"Noah Smith, James Wang, Raj Kim",United States,"July 24, 2013",2008,TV-14,63 min,"Comedies, Korean TV Shows",A heartwarming story about love.
s3479,Movie,The Lost Story,Kwame Wang,"Sofia García, Kwame Kumar, Ingrid Wang, Kwame Suzuki, Isabella Rodriguez, Liam Patel, Amélie Rossi, Martin Khan",South Korea,"October 14, 2017",2009,TV-14,111 min,"Spanish-Language TV Shows, Sci-Fi & Fantasy",A hilarious story about survival.
s3480,Movie,Love: Dark House,Ahmed García,"Tom Suzuki, Aoi Kumar, Carlos Silva, Chloé Silva",United States,"June 18, 2011",2005,TV-PG,91 min,"Sci-Fi & Fantasy, TV Thrillers",A mysterious story about revenge.
s3481,Movie,Mountain: Secret Light,Martin Brown,"Sofia Kim, Olivier Müller, Sofia Okonkwo, Raj Wang, Maria Rossi, Priya López, Martin Okonkwo",United States,"August 12, 2019",2005,NR,90 min,"Romantic Movies, Documentaries, Comedies",A gripping story about survival.
s3482,Movie,Empire of Queen,Olivier Khan,"David Rodriguez, Olivier Wang, Chloé Rodriguez, James Tanaka, Ahmed Martinez, Aoi Kumar, Kwame Khan, Maria Petit",India,"August 16, 2024",2024,TV-MA,94 min,"Action & Adventure, LGBTQ Movies",A thrilling story about friendship.
