id_client,anciennete_jours,nb_commandes_total,montant_total_eur,panier_moyen_eur,jours_depuis_derniere_cmd,nb_categories_achetees,taux_retour_pct,nb_avis_laisses,note_moyenne_donnee
F01357,377,7,716.59,63.98,83,4,7.16,5,4.02
F00708,699,20,459.29,57.23,42,4,14.94,0,4.42
F01404,1498,14,534.3,98.68,110,2,0.84,9,4.09
R00156,303,2,94.21,35.94,355,1,30.13,1,3.77
C00576,384,62,3273.08,91.37,22,9,3.61,18,4.62
D01090,1255,8,327.27,72.99,299,5,6.37,0,3.22
R00020,624,4,117.56,41.68,223,3,21.74,1,2.78
R00137,978,4,46.87,16.56,228,1,22.6,2,3.74
F01107,420,23,545.59,71.62,41,2,14.52,8,4.56
D00743,1419,6,542.82,66.91,417,4,22.12,2,4.39
D00471,1258,3,546.89,40.67,442,4,13.54,2,3.9
F00681,1476,7,688.07,68.25,58,4,14.37,2,3.64
F00262,1480,7,232.87,100.08,89,7,12.99,6,3.92
D01146,1816,14,492.91,70.06,666,5,13.74,1,2.53
F01202,711,6,703.63,71.33,104,6,8.44,8,4.32
F01029,1362,16,360.49,20.72,49,4,6.37,5,4.41
F01394,1275,14,953.9,48.44,78,7,3.69,7,4.6
P00540,175,4,342.04,48.54,23,4,16.27,1,3.17
C00270,1562,79,3139.79,111.56,25,6,1.09,10,4.23
F00030,446,22,403.24,51.01,40,6,12.03,1,3.52
D00082,1931,3,318.86,54.76,776,4,11.78,4,4.03
P00235,32,2,202.84,75.46,13,2,5.76,2,4.99
P00867,77,3,114.83,46.5,24,2,8.74,1,4.48
C00301,1015,46,4539.77,165.04,37,7,0.61,8,4.42
C00460,1033,42,2930.12,92.66,37,13,6.28,6,4.38
F00848,1455,24,451.94,86.46,35,5,5.63,1,3.59
F00873,1064,7,780.92,48.1,66,6,3.85,7,3.5
F01447,1366,24,848.81,20.0,66,5,9.73,2,4.3
D01229,1209,4,376.66,63.23,760,5,1.02,2,4.34
D00765,1144,9,243.54,15.0,756,5,17.72,3,4.2
P00014,43,4,207.17,33.28,11,2,6.26,1,3.33
C00028,1166,28,4594.3,177.56,33,8,5.66,13,4.51
D00840,735,12,331.35,47.0,738,3,11.53,4,2.9
R00223,261,4,159.55,42.05,104,1,24.14,0,3.58
F00238,1064,9,400.09,74.92,79,7,7.32,8,4.68
D00827,1361,3,504.52,42.99,384,3,18.78,3,4.01
F01409,930,12,447.93,59.77,23,3,9.83,9,4.59
R00608,885,4,94.27,31.64,345,1,11.45,0,2.24
C00504,470,42,3171.99,65.22,10,8,7.18,17,4.75
D00207,1261,5,562.25,66.48,507,2,24.35,4,3.5
R00005,1133,4,130.09,49.48,152,1,10.84,2,3.12
C00381,389,29,3216.63,101.91,44,6,7.28,10,4.93
F01252,500,11,483.95,59.7,93,4,5.16,0,4.77
F00926,794,5,353.3,73.89,98,6,4.74,6,4.19
P00266,134,7,159.62,70.21,15,1,4.25,4,3.46
D01148,694,5,722.36,55.93,556,4,19.05,2,2.52
D00053,881,7,100.0,36.59,210,2,23.39,3,4.1
P00785,140,2,211.57,56.43,4,1,11.61,1,4.7
P00241,118,4,94.29,45.67,10,2,19.78,1,3.37
C00375,1529,95,1952.47,126.37,13,12,0.14,10,4.42
D00261,1099,6,423.18,46.77,751,4,24.72,2,4.17
P00282,40,3,353.02,65.75,12,2,2.94,3,4.47
R00010,956,4,44.11,25.38,162,3,12.25,1,2.23
F00340,348,14,281.94,62.2,118,6,11.34,1,4.03
D01199,618,5,343.46,42.22,439,5,7.92,0,3.38
D01166,1798,9,383.51,22.84,413,4,12.7,4,3.72
P00700,73,2,132.65,50.25,6,1,18.31,0,4.87
P00048,158,7,202.44,84.31,23,3,13.54,2,4.54
D00818,1056,14,679.58,56.64,569,2,24.64,0,4.0
R00241,593,4,66.36,16.51,211,1,34.03,2,3.8
D01217,971,11,424.84,75.65,381,3,17.98,1,3.75
F01469,560,21,289.26,65.58,67,6,2.99,7,4.24
C00530,702,44,2582.87,115.32,41,9,2.96,25,4.34
R00305,579,4,173.59,35.77,335,1,19.46,0,2.6
F00037,987,23,264.79,70.16,89,6,9.81,6,3.62
F00670,1494,16,474.92,59.27,44,2,10.06,9,3.68
C00186,1162,24,4054.67,151.94,15,7,0.48,19,4.19
R00050,1111,1,126.43,21.32,114,1,28.64,2,2.22
D00180,1055,8,645.11,85.4,244,3,19.0,1,3.4
D00455,1153,13,497.55,46.47,213,2,16.08,4,3.57
F01198,1243,18,426.37,69.18,33,7,2.96,3,4.79
P00880,126,3,120.59,38.94,29,1,9.55,0,4.51
F00842,1245,13,355.9,83.44,34,7,10.83,0,4.6
D00428,1246,4,443.37,23.85,399,2,23.35,2,4.28
R00575,261,4,76.54,48.87,137,1,22.41,0,2.04
F00936,710,23,564.85,51.09,115,3,4.53,6,4.42
D00444,1715,14,530.09,72.16,475,3,7.25,0,3.77
F00674,1041,15,932.76,37.36,54,4,4.98,7,4.62
P00368,124,4,109.78,78.71,12,1,16.89,4,3.92
F00008,347,8,636.79,45.68,51,2,3.58,9,4.38
D00514,1946,8,515.48,27.99,322,2,13.77,3,3.88
F01113,689,7,469.16,53.68,53,6,8.93,1,3.97
P00100,126,4,293.83,87.2,15,2,9.77,3,4.53
F00356,589,14,876.67,52.88,46,7,10.78,9,4.7
P00480,83,7,241.6,48.09,6,4,0.89,1,3.51
D00898,1139,3,295.49,31.91,569,3,11.86,4,3.69
R00126,420,2,89.93,34.46,292,2,16.21,1,3.63
D00381,631,4,380.18,18.88,741,5,17.06,4,3.25
D00686,595,4,467.87,36.52,220,2,7.73,2,3.61
C00404,1810,76,2295.25,142.75,34,6,4.46,10,4.05
F01472,540,5,781.78,41.38,50,4,4.73,3,4.03
R00456,530,3,95.53,25.76,232,2,9.37,2,
F01378,649,21,412.41,37.82,96,5,7.83,2,4.31
C00159,1852,58,1715.06,89.21,20,5,7.17,11,4.88
F01149,556,10,566.57,63.18,72,3,1.36,2,4.17
P00810,134,6,191.88,35.77,1,2,11.16,2,4.8
D00535,1841,9,207.27,33.6,353,5,10.59,3,4.02
F00303,323,12,717.18,68.71,85,3,4.18,4,3.94
C00353,412,92,1305.37,52.62,36,13,6.51,16,4.01
F00631,574,19,853.43,58.46,115,5,6.13,2,4.39
R00371,426,4,71.39,47.59,240,1,7.86,2,3.77
P00041,34,3,100.3,20.0,20,3,17.8,0,3.17
C00445,1473,75,3576.4,106.83,7,7,5.92,27,4.84
R00649,952,3,22.82,31.91,356,3,21.57,0,2.09
F00155,774,8,672.64,38.14,114,2,3.34,2,3.58
F01138,245,15,579.43,83.34,32,7,10.41,2,3.52
P00872,144,7,103.76,34.53,11,4,8.08,4,4.89
A010b,600,33,774.33,99.98,50,3,71.64,9,1.6
P00821,82,5,262.21,35.56,1,2,11.6,3,4.71
C00312,1342,76,3273.22,71.29,25,10,9.29,17,4.57
C00549,899,52,3490.36,129.45,43,8,2.51,17,4.56
D01053,1137,5,204.06,90.56,587,3,19.46,4,2.86
R00462,686,3,154.99,17.14,370,3,38.58,1,3.06
F01390,988,16,877.07,36.33,55,3,5.48,8,4.11
C00307,391,24,1960.68,77.19,43,10,6.42,20,4.72
P00236,155,4,224.14,38.53,28,3,9.85,1,4.08
F00095,1076,16,517.55,58.81,49,7,0.21,1,4.1
P00257,100,6,242.66,39.77,10,2,1.98,0,3.61
F01328,255,23,706.75,66.82,88,6,1.56,0,4.41
F00085,316,7,418.42,46.12,45,3,9.23,0,4.67
F00150,829,15,798.32,53.27,68,3,9.3,1,4.67
D01009,904,4,217.1,53.29,289,4,5.2,4,3.42
F00667,1229,5,327.73,65.2,91,5,2.07,2,4.46
D00286,1955,4,583.27,57.75,354,2,17.29,3,3.7
D00530,1771,6,454.6,23.19,422,4,5.09,2,3.49
R00124,773,4,105.24,39.67,194,3,26.32,0,3.13
D00985,1412,4,561.4,17.76,504,5,16.18,4,3.94
D00084,1432,4,324.88,63.23,587,5,16.74,1,3.61
D00062,944,13,503.64,65.15,620,4,18.23,0,3.6
D00026,1615,12,436.81,15.42,623,2,21.5,4,4.17
F00371,1156,22,311.95,73.98,21,6,10.1,6,4.71
C00014,772,41,2772.48,114.54,38,5,0.29,5,4.04
F00274,646,11,697.99,40.21,104,5,9.02,1,4.01
F00209,422,15,433.02,80.71,74,6,10.88,7,3.56
D00199,1760,13,371.22,51.14,538,3,6.12,2,2.86
C00515,1296,47,3676.77,158.88,23,8,7.64,17,4.49
R00173,828,2,118.72,33.41,121,1,30.47,2,2.57
C00410,600,24,3583.24,98.41,21,9,1.75,15,4.27
D00409,515,7,417.72,26.5,276,3,5.75,2,3.1
R00043,1016,3,85.07,38.74,201,2,7.08,2,3.01
C00208,1605,49,2974.43,103.74,29,12,5.55,12,4.95
D00692,593,9,126.42,59.66,699,5,0.8,0,3.07
C00459,1927,46,1443.11,94.92,36,11,1.5,19,4.99
D00472,1015,3,395.78,82.35,701,2,18.16,1,4.42
P00331,141,4,108.42,38.43,22,1,1.95,1,3.96
D00658,1916,10,255.75,52.62,582,3,6.13,0,4.12
C00111,1520,57,3214.57,120.45,12,5,4.38,25,4.11
R00290,277,2,88.51,21.0,134,3,34.94,0,3.83
D01045,1353,13,234.12,61.1,376,4,,2,3.23
F01284,811,7,445.13,20.0,87,7,2.99,8,3.81
F01114,245,22,756.18,62.59,67,5,12.87,6,4.73
D00959,1407,6,386.4,41.88,561,5,4.17,1,3.07
D00400,1292,10,312.55,35.65,299,3,12.45,3,3.64
C00553,1643,57,3166.03,133.88,12,9,8.25,12,4.55
F00840,204,24,568.09,32.29,64,2,0.7,4,4.03
P00171,174,6,61.44,68.29,14,2,8.02,0,4.44
D00145,801,8,311.09,64.73,210,2,0.0,2,3.02
P00722,143,2,50.0,48.57,12,4,8.54,4,4.97
R00482,667,3,85.77,33.01,269,3,33.26,1,2.87
F01326,1353,24,393.7,55.82,73,7,2.64,7,3.65
F00035,1264,11,630.91,59.31,39,6,10.31,8,3.85
R00506,1140,2,152.47,28.94,158,3,38.33,1,2.65
C00317,563,87,2630.85,121.65,8,5,5.12,25,4.72
D01218,1552,5,451.93,52.37,343,2,18.13,4,3.97
R00400,474,2,165.39,10.0,310,2,29.32,0,2.36
F00729,228,12,699.62,68.51,89,2,11.99,2,3.57
C00428,436,39,2397.5,84.45,20,9,0.15,14,4.46
R00075,982,4,140.32,32.53,189,1,20.61,1,3.97
C00106,1282,83,1670.27,75.42,42,14,2.81,20,4.36
D00042,924,9,324.97,22.56,700,3,18.89,1,3.15
C00143,610,20,3875.21,117.79,35,6,8.72,21,4.96
P00070,138,7,90.52,61.52,5,2,10.03,0,3.53
D00459,1440,7,337.18,34.17,284,3,9.57,3,2.84
C00090,742,94,2496.48,90.55,32,6,1.73,10,4.7
P00819,128,4,278.17,49.21,26,1,3.76,3,3.86
D00238,1988,13,239.29,53.79,571,2,10.89,4,4.37
P00142,145,2,165.23,38.99,1,2,15.22,3,
D00175,1074,8,217.93,28.26,513,4,19.17,4,3.7
D00413,1701,5,506.9,71.99,568,4,6.37,0,2.78
P00064,165,5,92.55,49.27,6,1,9.28,4,4.3
P00537,169,3,298.17,54.68,13,3,6.4,0,4.82
F01350,955,5,150.0,56.32,33,6,1.04,4,3.89
F01169,1089,9,494.37,58.45,118,4,2.03,9,4.31
D01291,1279,9,295.09,75.54,563,4,11.28,4,3.59
P00173,50,5,120.25,59.03,2,1,17.52,2,3.49
C00002,1227,25,2688.76,115.96,43,10,6.16,21,4.57
D00283,1886,6,451.83,15.0,212,2,14.11,3,4.09
A008a,31,61,7386.76,161.67,1,1,0.0,0,0.0
F01352,915,22,441.07,82.29,66,5,3.19,2,3.86
F00336,1319,19,839.7,56.22,46,2,8.6,4,3.63
D01297,1805,10,584.55,46.23,738,3,15.13,2,4.03
P00621,61,3,58.05,44.92,17,1,17.8,3,4.6
R00148,744,1,157.68,26.02,309,2,21.53,0,2.46
F00510,1049,22,686.04,84.51,86,3,7.58,0,4.62
D00961,1999,13,561.84,56.81,420,2,11.49,4,3.46
C00592,1256,57,1943.88,134.9,23,13,7.51,9,4.52
F01096,906,19,612.68,74.01,28,4,8.96,6,4.26
D00451,655,7,426.29,51.39,262,3,0.64,2,3.57
P00837,119,3,271.07,33.72,26,2,19.27,1,3.15
D01205,1554,8,229.94,76.61,499,3,20.96,0,4.06
D00412,1451,8,306.11,44.12,251,5,3.15,2,
F00977,1369,20,328.48,68.22,76,2,13.11,5,3.82
D00955,852,14,537.37,57.74,253,3,24.07,2,4.33
C00214,1451,83,1744.78,139.23,24,14,9.43,16,4.73
F00179,1224,18,716.65,74.31,40,6,10.85,3,4.35
F00816,1130,20,465.78,24.58,104,5,8.84,4,4.42
D00760,1374,11,544.62,58.79,302,3,3.23,1,2.57
F01444,891,22,776.24,72.44,56,3,4.22,7,3.78
P00749,97,2,156.8,60.37,28,1,13.38,1,3.93
R00238,565,1,67.88,26.63,268,2,19.11,1,4.0
D00506,1117,7,628.34,40.0,729,5,13.11,0,4.39
D00814,1841,4,571.21,38.88,759,3,10.02,3,2.67
F00968,627,5,743.7,42.34,63,3,3.51,8,3.76
C00166,1627,36,2400.82,155.53,11,5,8.7,27,4.15
R00415,301,2,59.31,35.35,118,2,5.98,2,2.88
D01273,1305,14,443.84,51.73,215,3,1.04,4,3.61
R00627,325,3,104.08,56.61,180,1,29.56,2,3.62
F00744,713,23,660.54,87.85,103,2,5.88,8,4.54
F01414,918,17,753.6,60.76,37,7,3.74,7,4.18
C00274,945,42,3216.64,168.02,17,6,9.81,19,4.43
C00072,606,36,2024.13,108.19,17,13,7.34,8,4.31
D00888,1516,9,126.59,44.78,560,4,5.89,0,2.88
F00488,280,13,775.49,44.78,34,2,6.6,7,4.69
C00395,1568,47,3194.58,163.14,29,8,1.35,23,4.08
C00584,1833,59,3783.93,161.57,21,9,7.26,29,4.01
F00768,781,6,431.11,38.32,51,7,7.33,9,3.7
A018b,229,22,1681.07,98.65,20,4,93.53,16,2.01
D01089,1760,11,357.41,46.84,516,2,17.12,4,3.29
P00449,163,2,195.64,75.92,6,3,7.93,2,3.08
F00414,1140,22,840.51,34.91,117,3,9.53,4,3.83
R00598,1072,2,39.87,10.0,360,3,20.56,1,3.15
D00004,1235,7,546.72,60.23,781,5,21.95,0,4.0
R00489,811,4,104.67,27.38,120,3,11.41,0,3.8
R00108,892,3,65.67,47.0,197,3,10.68,2,3.54
D00533,1167,10,479.49,34.45,618,4,0.83,2,3.12
F01164,957,14,685.29,83.94,116,5,11.84,1,3.55
F01276,1376,17,899.27,82.68,29,4,4.71,1,4.21
F00660,1465,15,432.79,62.77,50,4,11.25,1,3.8
R00231,906,1,154.49,31.06,236,3,12.68,1,2.95
P00154,57,3,239.63,38.8,21,3,14.43,3,3.88
P00682,179,2,203.96,69.62,7,4,7.2,4,3.19
D00593,553,6,439.41,68.48,402,4,9.66,4,4.12
C00527,1614,22,3962.68,124.04,17,12,5.02,12,4.21
D01264,1652,13,321.47,73.96,684,2,17.83,0,3.94
P00847,61,4,156.86,35.91,20,2,16.45,4,3.3
C00378,1771,92,3035.69,117.99,10,5,7.4,26,4.8
F00960,1341,20,383.68,45.24,99,5,5.79,9,4.64
D00821,1685,5,507.42,34.74,755,3,6.01,4,3.55
F01364,1101,13,857.06,69.14,25,4,4.79,9,4.0
R00433,627,4,75.27,31.88,212,3,7.14,2,2.84
C00349,1245,62,3537.93,141.72,32,7,3.55,5,4.78
P00335,172,2,254.63,44.55,9,2,8.01,0,3.56
P00147,80,4,184.31,45.72,26,3,13.13,2,3.99
D01167,1393,3,374.89,56.17,233,2,19.24,4,2.83
F01110,598,10,795.07,37.51,56,5,4.63,2,4.41
F00451,365,16,587.3,67.85,69,6,2.15,7,3.97
C00591,393,74,3412.52,134.34,18,13,3.79,22,4.08
C00520,911,48,2930.72,139.55,23,8,4.0,29,4.29
R00453,729,4,137.22,28.15,367,2,20.89,2,2.12
R00009,808,3,59.62,30.2,151,3,23.92,2,3.31
P00378,77,3,190.57,82.2,18,1,13.32,2,4.76
F00484,487,23,616.57,76.78,65,4,2.82,9,4.6
D00589,1947,7,589.77,30.65,722,2,20.01,1,3.53
R00479,1006,4,118.38,19.6,228,2,36.56,1,3.45
R00210,1168,4,80.02,42.11,104,3,34.86,1,2.38
F00695,655,21,633.84,80.58,83,7,3.22,6,4.39
F01210,348,6,337.03,45.26,48,4,11.52,8,3.65
F00192,1284,10,308.97,31.56,72,5,9.13,2,3.94
F00193,1467,6,397.28,43.18,36,4,2.52,1,3.98
D01115,1659,5,310.47,63.98,459,3,13.27,3,4.31
F01256,1390,21,874.98,50.77,52,3,9.92,0,4.0
R00458,989,4,31.8,47.07,183,3,17.27,0,2.57
F01381,1110,16,887.87,76.61,73,4,10.59,3,4.39
D00234,1295,8,239.17,72.28,694,4,14.65,3,3.36
D00909,1418,9,487.89,34.51,264,5,15.69,3,3.38
A015b,481,35,1137.82,77.97,79,5,78.5,11,1.24
D00329,919,8,334.15,29.29,569,2,3.04,3,2.62
F00931,853,24,294.82,45.68,92,6,12.38,0,4.05
F00811,348,21,824.66,80.8,87,5,3.34,4,4.16
D01295,1741,8,341.05,66.98,457,4,4.3,4,2.72
R00349,321,2,128.52,27.7,187,3,24.33,1,2.72
C00084,1739,42,2061.61,87.09,37,9,0.5,29,4.22
F00269,377,6,491.46,49.32,112,5,9.97,4,3.55
P00251,100,7,50.0,47.82,15,1,15.47,1,4.2
C00021,593,95,5392.49,121.6,33,6,4.25,29,4.24
D00425,990,13,372.68,42.29,434,3,20.48,3,2.8
P00696,48,5,400.19,63.65,16,3,7.15,1,4.64
R00273,481,2,105.82,46.14,362,3,26.86,1,3.93
F00963,1271,15,369.1,69.57,84,7,1.31,6,4.42
D00094,1810,12,489.04,42.15,593,4,3.68,4,3.91
D00156,1477,10,366.38,75.58,393,4,10.7,4,4.5
F00374,760,18,255.01,49.42,72,3,9.57,0,4.54
F01111,827,13,645.8,24.39,45,4,11.24,2,4.5
D00202,540,10,732.91,59.53,763,2,21.28,4,4.17
R00072,856,3,117.02,20.04,279,3,8.23,0,2.2
R00520,801,3,80.0,46.81,267,3,28.79,2,2.55
F00499,1220,24,734.52,59.93,40,5,6.1,0,4.69
D01162,740,5,793.82,33.39,659,5,14.64,1,2.53
P00745,61,7,239.5,65.87,9,4,8.86,3,4.02
F00287,1409,17,259.85,94.67,34,5,11.45,3,4.6
R00632,379,4,154.36,38.09,265,3,21.07,1,3.92
D00679,1726,5,301.45,38.51,305,5,19.01,0,3.75
R00281,970,3,84.34,26.67,291,3,18.39,0,3.72
D00567,905,4,613.83,51.97,527,2,2.9,0,4.48
R00102,938,1,41.76,36.61,347,2,25.11,0,3.34
C00516,1876,83,2755.23,96.29,19,6,0.8,21,4.68
R00321,855,2,90.49,29.32,264,1,8.89,0,2.23
F00138,1043,22,574.21,76.07,102,7,0.57,4,4.7
F00854,802,14,511.66,45.66,94,5,5.26,3,4.77
D00972,578,5,360.7,27.4,766,5,0.75,0,3.32
R00401,864,3,110.21,50.45,316,3,34.58,0,3.22
P00407,106,6,356.21,37.18,25,2,13.39,3,3.13
P00895,52,6,157.06,36.87,28,1,13.43,2,4.63
P00027,57,4,254.21,37.56,25,4,8.54,3,3.03
P00827,88,2,120.61,37.89,20,1,2.7,3,3.87
R00446,814,1,108.8,26.47,168,2,8.14,1,2.31
F00307,445,19,194.26,52.04,33,7,3.29,8,4.54
D00648,1007,11,474.08,62.54,672,2,21.54,3,3.46
F00431,783,9,941.03,64.9,42,6,,5,4.14
P00408,135,4,331.79,53.43,1,3,1.43,3,3.16
P00329,94,7,302.13,47.44,16,1,8.12,0,
F00348,1124,6,534.42,31.92,24,5,11.8,9,3.93
D00807,1220,11,542.21,48.78,549,4,21.24,3,3.53
R00455,861,1,99.6,20.73,199,1,11.47,0,
F00116,1469,6,478.15,66.47,47,6,7.87,8,3.55
D01056,1189,3,370.34,33.35,673,3,3.76,3,3.18
F00087,795,9,361.8,105.09,26,2,5.98,8,4.15
F00104,321,11,842.61,68.91,37,3,11.52,3,3.58
D00342,663,12,549.55,61.17,681,2,2.37,4,3.14
P00254,114,5,85.13,57.53,15,1,19.03,3,3.28
P00158,98,5,50.0,40.2,7,1,12.6,0,3.24
D00552,707,6,458.43,28.95,560,5,19.32,2,3.07
C00474,905,82,3094.17,99.24,7,12,8.44,9,4.06
C00022,1286,63,1397.21,117.21,12,12,1.92,13,4.12
P00653,34,7,110.03,51.26,8,2,14.22,2,3.85
F00286,413,9,494.44,112.43,106,7,13.42,7,3.99
P00349,36,2,160.07,61.54,18,2,0.2,3,3.89
F00318,493,11,418.48,62.85,67,4,3.78,2,4.55
D00758,1379,12,417.2,45.42,799,4,10.33,3,2.65
D00752,1232,14,231.05,25.66,513,5,5.28,0,3.26
P00140,149,4,177.53,63.61,20,2,11.46,4,4.79
D00845,935,14,404.02,36.93,402,5,21.96,4,3.6
D00396,1525,3,508.72,63.63,471,3,13.05,3,3.33
F00666,1252,14,702.2,118.23,40,6,1.04,7,4.28
C00484,375,73,3021.26,125.12,17,11,4.14,10,4.85
R00038,658,4,144.19,16.41,377,1,30.06,1,2.9
P00864,166,7,297.66,70.62,10,1,2.06,4,4.33
F00620,398,7,491.05,44.84,71,3,13.27,2,4.41
C00278,1459,46,4393.73,140.82,33,8,4.49,13,4.36
F00389,1436,20,696.07,86.27,32,6,14.27,8,
F01485,1281,11,542.9,95.21,116,7,1.38,2,3.51
F00646,844,7,643.17,84.7,25,5,9.97,9,4.07
P00283,61,3,92.38,41.97,29,2,17.73,3,4.31
C00572,504,43,4012.13,168.32,9,7,0.91,16,4.04
F00836,208,20,479.47,82.77,49,2,4.52,0,3.98
F00394,202,14,590.98,53.22,86,6,0.42,9,3.97
D00931,1217,10,551.61,23.2,546,2,16.34,0,4.09
D00448,1036,11,100.0,43.89,670,3,16.8,3,4.35
C00586,1703,61,4245.51,131.96,7,12,7.97,18,4.04
D00659,1120,9,367.02,28.66,790,2,24.01,1,3.79
P00415,178,2,69.32,67.85,16,1,11.48,1,3.06
F00750,1464,10,578.91,48.51,99,4,10.58,6,4.71
F00408,1281,5,737.99,44.09,54,2,3.88,8,
F00075,1148,20,846.01,64.42,117,5,4.87,3,4.37
P00313,76,6,230.17,32.44,18,2,14.64,1,3.28
P00804,39,3,197.38,66.24,13,3,8.49,0,3.35
C00448,1871,51,2703.6,144.05,31,10,3.55,16,4.45
D00835,1771,14,112.29,45.78,420,2,14.5,2,3.94
D00759,923,10,497.62,74.94,597,3,17.71,2,4.47
D00704,1712,10,353.3,15.0,400,3,24.29,2,4.11
C00360,1989,51,2838.38,145.54,39,7,5.8,29,4.74
F01465,531,23,572.07,64.23,39,7,6.24,0,4.46
R00150,1144,1,88.88,26.81,324,1,24.64,2,2.46
D00811,1518,10,501.27,56.59,462,2,19.03,4,2.99
F01091,785,18,388.41,34.08,85,6,12.65,4,3.72
R00027,541,2,95.85,26.79,307,2,31.11,2,3.42
F00949,1368,21,314.61,56.98,74,6,12.33,6,4.75
F00648,1371,6,705.59,71.37,50,4,2.0,0,3.91
F01386,1032,15,655.31,69.55,89,7,5.96,4,3.91
C00295,1897,45,1771.51,144.72,17,9,6.02,29,4.11
F00948,638,10,220.06,58.41,94,2,13.55,5,3.6
F01413,1290,13,460.13,95.42,52,2,14.64,9,4.24
C00589,511,38,1813.36,103.39,34,5,7.36,29,4.81
D00330,1220,10,313.48,72.13,607,3,19.58,3,3.42
P00304,126,3,137.06,59.55,21,3,2.41,2,4.42
P00030,45,7,172.92,61.59,10,2,5.43,0,3.82
R00089,550,2,146.56,12.71,180,3,23.36,1,2.62
P00311,52,6,404.49,60.16,10,3,3.13,0,4.43
P00620,143,4,204.02,35.63,12,3,6.01,1,3.35
C00426,693,64,2916.88,100.02,26,11,2.55,7,4.59
P00483,127,4,167.76,60.99,19,4,11.5,4,4.1
F00455,925,17,579.05,79.76,56,2,9.69,2,4.06
D00967,637,4,271.3,57.82,289,4,21.59,3,2.62
R00263,572,3,104.91,26.16,233,1,8.25,1,2.26
C00557,481,56,3365.17,77.05,33,8,4.67,9,4.75
R00059,989,1,134.19,37.26,267,3,29.5,2,2.22
D00939,1464,3,586.48,75.12,607,4,6.2,1,3.19
R00413,794,1,26.25,29.06,180,2,22.53,1,2.01
P00370,52,4,251.2,55.4,10,1,7.18,4,3.23
R00411,433,1,77.36,28.35,236,1,13.28,0,3.44
C00356,1448,72,2920.72,146.23,27,14,5.09,11,4.3
F00594,327,11,570.26,76.2,43,3,0.76,2,3.69
F01117,205,24,785.47,82.79,57,2,14.89,7,4.59
D00417,1177,6,449.8,18.08,777,3,14.39,1,2.52
P00505,95,5,302.25,68.55,10,4,19.98,1,4.48
D01130,1465,6,523.21,55.87,297,3,9.79,2,3.99
P00729,49,2,215.32,49.95,8,3,18.47,3,3.97
F01105,317,5,821.05,89.39,93,2,0.59,5,3.88
P00764,138,4,235.75,57.45,15,2,1.12,0,4.06
P00519,140,6,368.88,61.5,23,3,4.72,3,3.09
P00301,65,4,222.9,47.35,7,4,6.38,4,3.03
P00040,168,2,243.1,77.26,1,2,9.74,4,4.29
D00240,910,13,185.29,36.56,402,2,10.97,1,3.33
P00284,44,6,189.07,55.38,18,2,13.57,2,4.91
D00219,978,13,309.85,41.9,702,3,4.63,2,4.13
D00936,1052,6,331.79,49.78,509,4,22.01,1,2.68
F00686,1007,10,703.08,45.18,103,7,12.35,1,4.35
D00797,919,3,639.9,95.1,627,2,14.2,3,4.37
R00595,1105,3,66.81,36.89,303,1,32.85,1,2.47
R00169,339,1,119.33,17.54,229,1,15.04,2,2.6
F01488,632,23,466.65,106.32,54,4,6.3,2,4.32
F01290,606,5,327.46,118.58,103,5,3.2,7,3.92
R00323,742,4,180.02,20.91,201,1,33.14,2,3.51
F00992,230,8,774.25,60.34,96,5,0.25,3,3.63
F00747,1482,18,467.27,74.79,115,2,11.9,8,3.89
R00132,1068,3,121.87,31.23,265,2,13.39,1,3.11
P00063,151,6,70.27,20.0,9,2,16.97,2,4.14
P00297,164,6,343.17,20.0,3,3,17.92,3,3.59
R00469,946,1,108.35,24.39,197,1,8.45,2,3.59
P00172,172,4,252.35,50.33,10,3,6.63,3,4.53
R00191,824,2,152.85,10.0,277,1,29.05,0,3.71
D00112,1919,7,416.17,38.59,251,2,22.07,4,2.94
F00538,1149,5,595.09,83.47,95,4,5.09,5,3.96
D00896,655,8,419.61,46.34,481,2,6.69,2,2.88
F00373,898,9,382.12,76.84,46,2,6.88,3,4.61
F00196,459,24,630.71,84.91,60,6,13.59,3,3.59
D00021,979,4,654.6,51.31,673,4,4.72,1,3.04
F01112,804,14,835.0,44.69,20,5,3.88,1,4.48
D00388,664,5,281.63,43.93,666,2,24.9,4,3.98
C00037,663,59,4539.81,111.6,12,10,1.53,6,4.76
C00454,1014,49,2305.77,104.17,37,14,6.28,7,4.52
F00314,1308,13,542.17,69.06,86,2,3.15,0,4.32
D01082,1687,8,394.05,43.26,756,3,24.6,4,4.09
F00600,1040,5,650.5,45.55,39,7,2.28,0,4.37
F00675,360,11,482.26,65.13,95,7,10.71,8,4.03
P00276,48,7,225.28,64.74,26,4,11.67,4,3.52
C00038,1111,95,1906.91,115.45,16,13,9.31,8,4.02
F00375,1247,15,615.42,54.38,29,2,14.23,3,4.37
D00196,1350,3,450.46,72.88,663,3,7.37,1,3.26
F00384,349,22,616.49,44.84,92,7,12.09,6,4.09
D00905,600,7,391.9,39.75,601,5,19.4,0,4.28
D01070,1283,7,179.51,76.25,730,2,11.18,1,3.81
F00819,1286,20,870.78,64.19,41,5,12.62,3,3.79
D00333,871,11,345.68,77.56,377,5,19.92,2,3.77
F00961,374,24,499.66,81.41,84,6,9.07,1,3.75
C00040,492,69,2792.82,138.65,5,6,0.56,19,4.19
